coin,buy_price,buy_date,sell_price,sell_date,previous_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
TROY/USDT,0.001769,2024-07-19 08:19:14,0.0,2024-07-19 12:00:03,0.001793,2024-07-19 08:00:00,0.57,-0.78,Candles Exceeded,2,2024-07-19 12:00:03
NMR/USDT,13.94,2024-07-19 08:20:11,14.07,2024-07-19 12:00:03,14.12,2024-07-19 08:00:00,0.93,-0.35,Candles Exceeded,2,2024-07-19 12:00:03
LUNA/USDT,0.4189,2024-07-19 08:20:13,0.43,2024-07-19 10:48:15,0.4239,2024-07-19 08:00:00,3.56,2.34,Profit Reached,1,2024-07-19 10:48:15
WOO/USDT,0.1985,2024-07-19 08:23:44,0.2,2024-07-19 12:00:03,0.201,2024-07-19 08:00:00,0.15,-1.09,Candles Exceeded,2,2024-07-19 12:00:03
PROM/USDT,7.062,2024-07-19 08:24:28,7.04,2024-07-19 12:00:03,7.151,2024-07-19 08:00:00,-0.3,-1.54,Candles Exceeded,2,2024-07-19 12:00:03
OG/USDT,3.172,2024-07-19 08:30:03,3.18,2024-07-19 12:00:03,3.209,2024-07-19 08:00:00,0.38,-0.78,Candles Exceeded,2,2024-07-19 12:00:03
TLM/USDT,0.01272,2024-07-19 08:30:38,0.01,2024-07-19 09:53:53,0.01285,2024-07-19 08:00:00,1.1,0.08,Profit Reached,1,2024-07-19 09:53:53
AUDIO/USDT,0.1397,2024-07-19 09:14:57,0.14,2024-07-19 12:00:03,0.1412,2024-07-19 08:00:00,-0.5,-1.56,Candles Exceeded,2,2024-07-19 12:00:03
PYTH/USDT,0.3404,2024-07-19 09:28:49,0.34,2024-07-19 12:00:03,0.3439,2024-07-19 08:00:00,-0.41,-1.42,Candles Exceeded,2,2024-07-19 12:00:03
KEY/USDT,0.00522,2024-07-19 09:31:22,0.01,2024-07-19 10:35:42,0.005279,2024-07-19 08:00:00,1.17,0.04,Profit Reached,1,2024-07-19 10:35:42
SANTOS/USDT,2.763,2024-07-19 09:35:40,2.75,2024-07-19 12:00:03,2.791,2024-07-19 08:00:00,-0.62,-1.61,Candles Exceeded,2,2024-07-19 12:00:03
BTTC/USDT,8.6e-07,2024-07-19 09:36:02,0.0,2024-07-19 10:31:28,8.7e-07,2024-07-19 08:00:00,2.33,1.15,Profit Reached,1,2024-07-19 10:31:28
DUSK/USDT,0.2659,2024-07-19 09:40:20,0.27,2024-07-19 12:00:03,0.2698,2024-07-19 08:00:00,-0.08,-1.52,Candles Exceeded,2,2024-07-19 12:00:03
WAN/USDT,0.1957,2024-07-19 09:40:29,0.2,2024-07-19 12:00:03,0.1982,2024-07-19 08:00:00,-0.2,-1.46,Candles Exceeded,2,2024-07-19 12:00:03
REN/USDT,0.0489,2024-07-19 09:40:36,0.05,2024-07-19 12:00:03,0.04942,2024-07-19 08:00:00,-2.19,-3.22,Candles Exceeded,2,2024-07-19 12:00:03
KAVA/USDT,0.4084,2024-07-19 09:40:43,0.41,2024-07-19 12:00:03,0.4132,2024-07-19 08:00:00,0.78,-0.39,Candles Exceeded,2,2024-07-19 12:00:03
KNC/USDT,0.547,2024-07-19 09:41:15,0.55,2024-07-19 12:00:03,0.553,2024-07-19 08:00:00,0.53,-0.56,Candles Exceeded,2,2024-07-19 12:00:03
KSM/USDT,21.59,2024-07-19 09:41:50,21.63,2024-07-19 12:00:03,21.83,2024-07-19 08:00:00,0.19,-0.92,Candles Exceeded,2,2024-07-19 12:00:03
EGLD/USDT,35.03,2024-07-19 09:41:51,35.04,2024-07-19 12:00:03,35.41,2024-07-19 08:00:00,0.03,-1.04,Candles Exceeded,2,2024-07-19 12:00:03
AVA/USDT,0.6218,2024-07-19 09:42:27,0.62,2024-07-19 12:00:03,0.6281,2024-07-19 08:00:00,-0.29,-1.29,Candles Exceeded,2,2024-07-19 12:00:03
ERN/USDT,2.321,2024-07-19 09:43:30,2.32,2024-07-19 12:00:03,2.349,2024-07-19 08:00:00,0.04,-1.15,Candles Exceeded,2,2024-07-19 12:00:03
QI/USDT,0.01471,2024-07-19 09:44:33,0.01,2024-07-19 11:59:15,0.01488,2024-07-19 08:00:00,1.22,0.07,Profit Reached,1,2024-07-19 11:59:15
FXS/USDT,2.426,2024-07-19 09:44:46,2.45,2024-07-19 11:16:11,2.453,2024-07-19 08:00:00,1.15,0.04,Profit Reached,1,2024-07-19 11:16:11
ASTR/USDT,0.0785,2024-07-19 09:45:11,0.08,2024-07-19 12:00:03,0.0794,2024-07-19 08:00:00,0.25,-0.88,Candles Exceeded,2,2024-07-19 12:00:03
PHB/USDT,1.6953,2024-07-19 09:45:37,1.7,2024-07-19 12:00:03,1.717,2024-07-19 08:00:00,0.25,-1.02,Candles Exceeded,2,2024-07-19 12:00:03
GNS/USDT,3.313,2024-07-19 09:45:44,3.24,2024-07-19 12:00:03,3.353,2024-07-19 08:00:00,-2.26,-3.43,Candles Exceeded,2,2024-07-19 12:00:03
EDU/USDT,0.6929,2024-07-19 09:46:05,0.69,2024-07-19 12:00:03,0.7017,2024-07-19 08:00:00,-0.16,-1.41,Candles Exceeded,2,2024-07-19 12:00:03
MEME/USDT,0.01577,2024-07-19 09:46:35,0.02,2024-07-19 12:00:03,0.01598,2024-07-19 08:00:00,0.82,-0.5,Candles Exceeded,2,2024-07-19 12:00:03
MANTA/USDT,0.979,2024-07-19 09:46:53,0.98,2024-07-19 12:00:03,0.99,2024-07-19 08:00:00,0.2,-0.91,Candles Exceeded,2,2024-07-19 12:00:03
PIXEL/USDT,0.2148,2024-07-19 09:47:00,0.22,2024-07-19 12:00:03,0.2172,2024-07-19 08:00:00,0.51,-0.6,Candles Exceeded,2,2024-07-19 12:00:03
PORTAL/USDT,0.4325,2024-07-19 09:47:02,0.43,2024-07-19 12:00:03,0.4372,2024-07-19 08:00:00,-0.65,-1.72,Candles Exceeded,2,2024-07-19 12:00:03
IO/USDT,2.764,2024-07-19 09:47:24,2.79,2024-07-19 10:31:28,2.793,2024-07-19 08:00:00,1.12,0.07,Profit Reached,1,2024-07-19 10:31:28
AKRO/USDT,0.005157,2024-07-19 09:51:12,0.01,2024-07-19 12:00:03,0.00521,2024-07-19 08:00:00,0.56,-0.46,Candles Exceeded,2,2024-07-19 12:00:03
FIRO/USDT,1.286,2024-07-19 09:51:38,1.31,2024-07-19 10:11:00,1.3,2024-07-19 08:00:00,1.56,0.46,Profit Reached,1,2024-07-19 10:11:00
GTC/USDT,0.847,2024-07-19 09:52:21,0.85,2024-07-19 12:00:03,0.856,2024-07-19 08:00:00,0.24,-0.82,Candles Exceeded,2,2024-07-19 12:00:03
ALPINE/USDT,1.352,2024-07-19 09:53:56,1.36,2024-07-19 12:00:03,1.366,2024-07-19 08:00:00,0.44,-0.59,Candles Exceeded,2,2024-07-19 12:00:03
ADA/USDT,0.4171,2024-07-19 09:57:13,0.42,2024-07-19 12:00:03,0.4218,2024-07-19 08:00:00,0.89,-0.24,Candles Exceeded,2,2024-07-19 12:00:03
NULS/USDT,0.3546,2024-07-19 09:57:27,0.36,2024-07-19 12:00:03,0.3588,2024-07-19 08:00:00,0.65,-0.53,Candles Exceeded,2,2024-07-19 12:00:03
ZRX/USDT,0.355,2024-07-19 09:57:36,0.36,2024-07-19 10:28:53,0.3586,2024-07-19 08:00:00,1.04,0.03,Profit Reached,1,2024-07-19 10:28:53
STX/USDT,1.778,2024-07-19 09:58:15,1.8,2024-07-19 10:19:42,1.802,2024-07-19 08:00:00,1.41,0.06,Profit Reached,1,2024-07-19 10:19:42
FIL/USDT,4.321,2024-07-19 09:59:44,4.35,2024-07-19 12:00:03,4.369,2024-07-19 08:00:00,0.65,-0.46,Candles Exceeded,2,2024-07-19 12:00:03
JUV/USDT,1.857,2024-07-19 09:59:58,1.87,2024-07-19 12:00:03,1.876,2024-07-19 08:00:00,0.59,-0.43,Candles Exceeded,2,2024-07-19 12:00:03
DODO/USDT,0.1172,2024-07-19 10:00:18,0.12,2024-07-19 12:00:03,0.1188,2024-07-19 08:00:00,1.02,-0.34,Candles Exceeded,2,2024-07-19 12:00:03
TKO/USDT,0.3232,2024-07-19 10:00:36,0.32,2024-07-19 12:00:03,0.3266,2024-07-19 08:00:00,0.5,-0.55,Candles Exceeded,2,2024-07-19 12:00:03
ATA/USDT,0.0984,2024-07-19 10:00:57,0.1,2024-07-19 12:00:03,0.0994,2024-07-19 08:00:00,0.91,-0.1,Candles Exceeded,2,2024-07-19 12:00:03
SYS/USDT,0.1096,2024-07-19 10:01:34,0.11,2024-07-19 12:00:03,0.1111,2024-07-19 08:00:00,1.09,-0.27,Candles Exceeded,2,2024-07-19 12:00:03
JOE/USDT,0.3372,2024-07-19 10:02:19,0.34,2024-07-19 12:00:03,0.3409,2024-07-19 08:00:00,0.44,-0.65,Candles Exceeded,2,2024-07-19 12:00:03
LEVER/USDT,0.002387,2024-07-19 10:02:48,0.0,2024-07-19 12:00:03,0.002414,2024-07-19 08:00:00,0.84,-0.29,Candles Exceeded,2,2024-07-19 12:00:03
PROS/USDT,0.3709,2024-07-19 10:03:02,0.37,2024-07-19 12:00:03,0.3747,2024-07-19 08:00:00,0.75,-0.27,Candles Exceeded,2,2024-07-19 12:00:03
ACE/USDT,3.071,2024-07-19 10:04:05,3.11,2024-07-19 10:44:28,3.103,2024-07-19 08:00:00,1.14,0.1,Profit Reached,1,2024-07-19 10:44:28
VITE/USDT,0.01587,2024-07-19 10:06:52,0.02,2024-07-19 12:00:03,0.01608,2024-07-19 08:00:00,-1.76,-3.05,Candles Exceeded,2,2024-07-19 12:00:03
FIO/USDT,0.02527,2024-07-19 10:07:54,0.03,2024-07-19 12:00:03,0.02553,2024-07-19 08:00:00,1.07,0.04,Profit Reached,2,2024-07-19 12:00:03
REEF/USDT,0.00148,2024-07-19 10:08:28,0.0,2024-07-19 11:04:07,0.001495,2024-07-19 08:00:00,1.08,0.07,Profit Reached,1,2024-07-19 11:04:07
BTTC/USDT,8.6e-07,2024-07-19 10:52:02,0.0,2024-07-19 12:00:03,8.7e-07,2024-07-19 08:00:00,0.0,-1.15,Candles Exceeded,2,2024-07-19 12:00:03
KP3R/USDT,57.79,2024-07-19 11:16:37,57.42,2024-07-19 12:00:03,58.42,2024-07-19 08:00:00,-0.64,-1.71,Candles Exceeded,2,2024-07-19 12:00:03
TLM/USDT,0.01272,2024-07-19 11:48:43,0.01,2024-07-19 12:00:03,0.01285,2024-07-19 08:00:00,0.47,-0.54,Candles Exceeded,2,2024-07-19 12:00:03
MDX/USDT,0.03764,2024-07-20 04:12:02,0.04,2024-07-20 05:15:06,0.03825,2024-07-20 04:00:00,1.67,0.05,Profit Reached,1,2024-07-20 05:15:06
MDX/USDT,0.03771,2024-07-20 05:28:23,0.04,2024-07-20 07:12:06,0.03825,2024-07-20 04:00:00,1.88,0.44,Profit Reached,1,2024-07-20 07:12:06
BAKE/USDT,0.2879,2024-07-20 13:44:53,0.29,2024-07-20 14:22:01,0.2912,2024-07-20 12:00:00,1.18,0.03,Profit Reached,1,2024-07-20 14:22:01
MDX/USDT,0.0374,2024-07-20 14:04:08,0.04,2024-07-20 14:05:31,0.03778,2024-07-20 12:00:00,1.04,0.03,Profit Reached,1,2024-07-20 14:05:31
MDX/USDT,0.0371,2024-07-20 15:01:21,0.04,2024-07-20 16:00:07,0.03778,2024-07-20 12:00:00,-0.05,-1.85,Candles Exceeded,2,2024-07-20 16:00:07
BAKE/USDT,0.2883,2024-07-20 21:33:16,0.29,2024-07-21 00:00:04,0.2913,2024-07-20 20:00:00,0.38,-0.65,Candles Exceeded,2,2024-07-21 00:00:04
ACH/USDT,0.0254,2024-07-20 21:35:06,0.03,2024-07-21 00:00:04,0.02569,2024-07-20 20:00:00,0.43,-0.7,Candles Exceeded,2,2024-07-21 00:00:04
AST/USDT,0.0968,2024-07-20 23:40:14,0.1,2024-07-21 00:00:04,0.0978,2024-07-20 20:00:00,-0.21,-1.23,Candles Exceeded,2,2024-07-21 00:00:04
FARM/USDT,48.85,2024-07-21 00:44:18,48.96,2024-07-21 04:00:03,49.35,2024-07-21 00:00:00,0.23,-0.79,Candles Exceeded,2,2024-07-21 04:00:03
WLD/USDT,2.614,2024-07-21 00:56:32,2.65,2024-07-21 01:21:41,2.643,2024-07-21 00:00:00,1.19,0.08,Profit Reached,1,2024-07-21 01:21:41
AST/USDT,0.0956,2024-07-21 01:05:56,0.1,2024-07-21 01:41:38,0.0966,2024-07-21 00:00:00,1.15,0.1,Profit Reached,1,2024-07-21 01:41:38
FORTH/USDT,3.416,2024-07-21 05:01:05,3.39,2024-07-21 08:00:08,3.452,2024-07-21 04:00:00,-0.73,-1.77,Candles Exceeded,2,2024-07-21 08:00:08
MINA/USDT,0.5631,2024-07-21 05:11:08,0.56,2024-07-21 08:00:08,0.5692,2024-07-21 04:00:00,-0.14,-1.21,Candles Exceeded,2,2024-07-21 08:00:08
ATOM/USDT,6.429,2024-07-21 06:23:36,6.41,2024-07-21 08:00:08,6.507,2024-07-21 04:00:00,-0.28,-1.48,Candles Exceeded,2,2024-07-21 08:00:08
NKN/USDT,0.0833,2024-07-21 06:33:39,0.08,2024-07-21 08:00:08,0.0842,2024-07-21 04:00:00,-0.6,-1.66,Candles Exceeded,2,2024-07-21 08:00:08
SUSHI/USDT,0.736,2024-07-21 06:34:52,0.73,2024-07-21 08:00:08,0.745,2024-07-21 04:00:00,-0.82,-2.01,Candles Exceeded,2,2024-07-21 08:00:08
NULS/USDT,0.346,2024-07-21 07:01:05,0.35,2024-07-21 08:00:08,0.3511,2024-07-21 04:00:00,0.0,-1.45,Candles Exceeded,2,2024-07-21 08:00:08
UTK/USDT,0.05529,2024-07-21 07:03:29,0.06,2024-07-21 07:59:21,0.05589,2024-07-21 04:00:00,1.16,0.07,Profit Reached,1,2024-07-21 07:59:21
WAN/USDT,0.2,2024-07-21 13:41:54,0.2,2024-07-21 15:07:32,0.2031,2024-07-21 12:00:00,1.65,0.1,Profit Reached,1,2024-07-21 15:07:32
TROY/USDT,0.001777,2024-07-21 13:42:17,0.0,2024-07-21 14:40:26,0.001795,2024-07-21 12:00:00,1.07,0.06,Profit Reached,1,2024-07-21 14:40:26
VIDT/USDT,0.02204,2024-07-21 13:55:13,0.02,2024-07-21 15:02:36,0.02227,2024-07-21 12:00:00,1.09,0.04,Profit Reached,1,2024-07-21 15:02:36
DEXE/USDT,10.266,2024-07-21 14:04:21,10.4,2024-07-21 14:49:44,10.395,2024-07-21 12:00:00,1.28,0.02,Profit Reached,1,2024-07-21 14:49:44
WOO/USDT,0.2087,2024-07-21 14:05:58,0.21,2024-07-21 14:23:39,0.2116,2024-07-21 12:00:00,1.44,0.05,Profit Reached,1,2024-07-21 14:23:39
ADX/USDT,0.1795,2024-07-21 14:14:40,0.18,2024-07-21 16:00:08,0.1815,2024-07-21 12:00:00,0.11,-0.99,Candles Exceeded,2,2024-07-21 16:00:08
ZEN/USDT,12.15,2024-07-21 17:50:30,11.98,2024-07-21 20:00:06,12.3,2024-07-21 16:00:00,-1.4,-2.6,Candles Exceeded,2,2024-07-21 20:00:06
BLUR/USDT,0.2066,2024-07-21 17:56:11,0.21,2024-07-21 20:00:06,0.2092,2024-07-21 16:00:00,0.97,-0.29,Candles Exceeded,2,2024-07-21 20:00:06
YFI/USDT,5851.0,2024-07-21 18:00:18,5890.0,2024-07-21 20:00:06,5920.0,2024-07-21 16:00:00,0.67,-0.51,Candles Exceeded,2,2024-07-21 20:00:06
1INCH/USDT,0.4193,2024-07-21 18:01:23,0.42,2024-07-21 20:00:06,0.4253,2024-07-21 16:00:00,1.12,-0.31,Candles Exceeded,2,2024-07-21 20:00:06
STPT/USDT,0.0463,2024-07-21 18:09:19,0.05,2024-07-21 19:33:45,0.04718,2024-07-21 16:00:00,1.92,0.02,Profit Reached,1,2024-07-21 19:33:45
MDX/USDT,0.03134,2024-07-21 18:11:43,0.03,2024-07-21 20:00:06,0.03181,2024-07-21 16:00:00,-0.61,-2.07,Candles Exceeded,2,2024-07-21 20:00:06
UFT/USDT,0.2725,2024-07-21 18:14:30,0.28,2024-07-21 19:29:28,0.2781,2024-07-21 16:00:00,2.2,0.14,Profit Reached,1,2024-07-21 19:29:28
JUV/USDT,1.858,2024-07-21 18:20:21,1.88,2024-07-21 18:33:00,1.879,2024-07-21 16:00:00,1.4,0.27,Profit Reached,1,2024-07-21 18:33:00
MDX/USDT,0.03069,2024-07-21 20:52:23,0.03,2024-07-21 22:52:47,0.031,2024-07-21 20:00:00,1.14,0.13,Profit Reached,1,2024-07-21 22:52:47
MDX/USDT,0.03051,2024-07-21 22:56:31,0.03,2024-07-22 00:00:05,0.031,2024-07-21 20:00:00,-3.77,-5.29,Candles Exceeded,2,2024-07-22 00:00:05
DOCK/USDT,0.00426,2024-07-22 00:09:40,0.0,2024-07-22 00:24:45,0.00436,2024-07-22 00:00:00,7.04,4.59,Profit Reached,1,2024-07-22 00:24:45
BAT/USDT,0.2037,2024-07-22 00:37:50,0.2,2024-07-22 04:00:03,0.2059,2024-07-22 00:00:00,-1.28,-2.33,Candles Exceeded,2,2024-07-22 04:00:03
WAN/USDT,0.1992,2024-07-22 00:38:20,0.2,2024-07-22 04:00:03,0.2059,2024-07-22 00:00:00,1.71,-1.6,Candles Exceeded,2,2024-07-22 04:00:03
SNT/USDT,0.02571,2024-07-22 01:03:28,0.03,2024-07-22 04:00:03,0.02605,2024-07-22 00:00:00,-0.39,-1.69,Candles Exceeded,2,2024-07-22 04:00:03
KNC/USDT,0.568,2024-07-22 01:17:05,0.56,2024-07-22 04:00:03,0.5744,2024-07-22 00:00:00,-1.39,-2.49,Candles Exceeded,2,2024-07-22 04:00:03
CELO/USDT,0.6011,2024-07-22 01:18:34,0.59,2024-07-22 04:00:03,0.6087,2024-07-22 00:00:00,-1.05,-2.28,Candles Exceeded,2,2024-07-22 04:00:03
PERP/USDT,0.713,2024-07-22 01:18:58,0.72,2024-07-22 04:00:03,0.725,2024-07-22 00:00:00,0.7,-0.97,Candles Exceeded,2,2024-07-22 04:00:03
THETA/USDT,1.624,2024-07-22 01:25:21,1.61,2024-07-22 04:00:03,1.645,2024-07-22 00:00:00,-0.55,-1.82,Candles Exceeded,2,2024-07-22 04:00:03
ONE/USDT,0.01553,2024-07-22 01:25:27,0.02,2024-07-22 04:00:03,0.01571,2024-07-22 00:00:00,-0.52,-1.65,Candles Exceeded,2,2024-07-22 04:00:03
ANKR/USDT,0.03212,2024-07-22 01:25:34,0.03,2024-07-22 04:00:03,0.03247,2024-07-22 00:00:00,-0.56,-1.63,Candles Exceeded,2,2024-07-22 04:00:03
FLM/USDT,0.0723,2024-07-22 01:46:05,0.07,2024-07-22 04:00:03,0.0732,2024-07-22 00:00:00,-1.11,-2.32,Candles Exceeded,2,2024-07-22 04:00:03
ADA/USDT,0.4416,2024-07-22 01:52:51,0.44,2024-07-22 04:00:03,0.4469,2024-07-22 00:00:00,-0.66,-1.83,Candles Exceeded,2,2024-07-22 04:00:03
ICX/USDT,0.1651,2024-07-22 01:53:03,0.17,2024-07-22 04:00:03,0.1668,2024-07-22 00:00:00,-0.06,-1.08,Candles Exceeded,2,2024-07-22 04:00:03
DOCK/USDT,0.00426,2024-07-22 01:53:39,0.0,2024-07-22 02:00:31,0.00436,2024-07-22 00:00:00,2.58,0.23,Profit Reached,1,2024-07-22 02:00:31
MANA/USDT,0.3594,2024-07-22 01:54:42,0.35,2024-07-22 04:00:03,0.3631,2024-07-22 00:00:00,-1.34,-2.34,Candles Exceeded,2,2024-07-22 04:00:03
UNI/USDT,8.042,2024-07-22 01:55:15,8.0,2024-07-22 04:00:03,8.124,2024-07-22 00:00:00,-0.53,-1.54,Candles Exceeded,2,2024-07-22 04:00:03
ACH/USDT,0.02578,2024-07-22 01:58:19,0.03,2024-07-22 04:00:03,0.02607,2024-07-22 00:00:00,-0.85,-1.96,Candles Exceeded,2,2024-07-22 04:00:03
OP/USDT,1.953,2024-07-22 01:58:50,1.95,2024-07-22 04:00:03,1.973,2024-07-22 00:00:00,0.05,-0.96,Candles Exceeded,2,2024-07-22 04:00:03
XLM/USDT,0.1039,2024-07-22 02:11:24,0.1,2024-07-22 04:00:03,0.1054,2024-07-22 00:00:00,-0.38,-1.8,Candles Exceeded,2,2024-07-22 04:00:03
DOCK/USDT,0.00412,2024-07-22 02:12:04,0.0,,0.00436,2024-07-22 00:00:00,-5.34,-10.55,,1,2024-07-27 18:04:56
NFP/USDT,0.3087,2024-07-22 02:18:36,0.31,2024-07-22 04:00:03,0.3119,2024-07-22 00:00:00,-1.17,-2.18,Candles Exceeded,2,2024-07-22 04:00:03
ROSE/USDT,0.09592,2024-07-22 03:08:39,0.1,2024-07-22 04:00:03,0.09699,2024-07-22 00:00:00,-0.91,-2.0,Candles Exceeded,2,2024-07-22 04:00:03
ARB/USDT,0.7924,2024-07-22 03:30:30,0.79,2024-07-22 04:00:03,0.8026,2024-07-22 00:00:00,-0.37,-1.63,Candles Exceeded,2,2024-07-22 04:00:03
AI/USDT,0.622,2024-07-22 03:31:20,0.62,2024-07-22 04:00:03,0.629,2024-07-22 00:00:00,-0.32,-1.43,Candles Exceeded,2,2024-07-22 04:00:03
SNX/USDT,1.896,2024-07-22 03:34:47,1.89,2024-07-22 04:00:03,1.916,2024-07-22 00:00:00,-0.26,-1.3,Candles Exceeded,2,2024-07-22 04:00:03
FIO/USDT,0.02522,2024-07-22 03:35:22,0.03,2024-07-22 04:00:03,0.02556,2024-07-22 00:00:00,-0.52,-1.84,Candles Exceeded,2,2024-07-22 04:00:03
GRT/USDT,0.2169,2024-07-22 03:44:55,0.22,2024-07-22 04:00:03,0.2191,2024-07-22 00:00:00,-0.18,-1.19,Candles Exceeded,2,2024-07-22 04:00:03
DOT/USDT,6.364,2024-07-22 03:53:10,6.37,2024-07-22 04:00:03,6.43,2024-07-22 00:00:00,0.11,-0.92,Candles Exceeded,2,2024-07-22 04:00:03
SUSHI/USDT,0.751,2024-07-22 03:53:16,0.75,2024-07-22 04:00:03,0.759,2024-07-22 00:00:00,-0.13,-1.19,Candles Exceeded,2,2024-07-22 04:00:03
LIT/USDT,0.801,2024-07-22 03:54:09,0.8,2024-07-22 04:00:03,0.81,2024-07-22 00:00:00,0.0,-1.11,Candles Exceeded,2,2024-07-22 04:00:03
RDNT/USDT,0.1039,2024-07-22 03:57:35,0.1,2024-07-22 04:00:03,0.1051,2024-07-22 00:00:00,-0.1,-1.24,Candles Exceeded,2,2024-07-22 04:00:03
VIB/USDT,0.07685,2024-07-22 04:16:18,0.08,2024-07-22 08:00:06,0.07763,2024-07-22 04:00:00,-2.26,-3.25,Candles Exceeded,2,2024-07-22 08:00:06
BAND/USDT,1.448,2024-07-22 04:29:48,1.43,2024-07-22 08:00:06,1.467,2024-07-22 04:00:00,-1.31,-2.59,Candles Exceeded,2,2024-07-22 08:00:06
GMX/USDT,32.98,2024-07-22 05:03:29,33.05,2024-07-22 08:00:06,33.32,2024-07-22 04:00:00,0.21,-0.81,Candles Exceeded,2,2024-07-22 08:00:06
RIF/USDT,0.0914,2024-07-22 05:09:58,0.09,2024-07-22 08:00:06,0.0926,2024-07-22 04:00:00,-2.19,-3.46,Candles Exceeded,2,2024-07-22 08:00:06
LSK/USDT,1.062,2024-07-22 05:17:31,1.05,2024-07-22 08:00:06,1.075,2024-07-22 04:00:00,-1.51,-2.7,Candles Exceeded,2,2024-07-22 08:00:06
DENT/USDT,0.001015,2024-07-22 05:40:18,0.0,2024-07-22 08:00:06,0.001027,2024-07-22 04:00:00,-1.58,-2.73,Candles Exceeded,2,2024-07-22 08:00:06
LTO/USDT,0.1233,2024-07-22 05:40:52,0.12,2024-07-22 08:00:06,0.1246,2024-07-22 04:00:00,-1.14,-2.17,Candles Exceeded,2,2024-07-22 08:00:06
XEC/USDT,3.558e-05,2024-07-22 05:43:55,0.0,2024-07-22 08:00:06,3.6e-05,2024-07-22 04:00:00,-0.96,-2.11,Candles Exceeded,2,2024-07-22 08:00:06
IMX/USDT,1.606,2024-07-22 05:45:00,1.59,2024-07-22 08:00:06,1.6293,2024-07-22 04:00:00,-0.87,-2.29,Candles Exceeded,2,2024-07-22 08:00:06
WOO/USDT,0.2118,2024-07-22 05:45:13,0.21,2024-07-22 08:00:06,0.2155,2024-07-22 04:00:00,-1.61,-3.29,Candles Exceeded,2,2024-07-22 08:00:06
T/USDT,0.02396,2024-07-22 05:45:15,0.02,2024-07-22 08:00:06,0.02434,2024-07-22 04:00:00,-0.46,-2.01,Candles Exceeded,2,2024-07-22 08:00:06
CYBER/USDT,4.652,2024-07-22 05:46:32,4.62,2024-07-22 08:00:06,4.707,2024-07-22 04:00:00,-0.64,-1.81,Candles Exceeded,2,2024-07-22 08:00:06
FORTH/USDT,3.426,2024-07-22 05:52:29,3.42,2024-07-22 08:00:06,3.465,2024-07-22 04:00:00,-0.23,-1.36,Candles Exceeded,2,2024-07-22 08:00:06
ADX/USDT,0.1749,2024-07-22 06:06:34,0.17,2024-07-22 08:00:06,0.1767,2024-07-22 04:00:00,-0.86,-1.87,Candles Exceeded,2,2024-07-22 08:00:06
SNT/USDT,0.02524,2024-07-22 06:31:54,0.03,2024-07-22 08:00:06,0.02561,2024-07-22 04:00:00,-0.59,-2.03,Candles Exceeded,2,2024-07-22 08:00:06
JUV/USDT,1.874,2024-07-22 06:37:18,1.89,2024-07-22 07:07:58,1.893,2024-07-22 04:00:00,1.07,0.05,Profit Reached,1,2024-07-22 07:07:58
MTL/USDT,1.118,2024-07-22 07:11:46,1.11,2024-07-22 08:00:06,1.132,2024-07-22 04:00:00,-0.27,-1.5,Candles Exceeded,2,2024-07-22 08:00:06
JUV/USDT,1.874,2024-07-22 07:32:12,1.88,2024-07-22 08:00:06,1.893,2024-07-22 04:00:00,0.48,-0.53,Candles Exceeded,2,2024-07-22 08:00:06
SKL/USDT,0.05021,2024-07-22 08:56:36,0.05,2024-07-22 10:02:56,0.05072,2024-07-22 08:00:00,1.08,0.06,Profit Reached,1,2024-07-22 10:02:56
CHR/USDT,0.2472,2024-07-22 11:18:04,0.25,2024-07-22 12:00:04,0.263,2024-07-22 08:00:00,2.47,-3.69,Candles Exceeded,2,2024-07-22 12:00:04
PHA/USDT,0.1305,2024-07-22 14:02:30,0.13,2024-07-22 16:00:11,0.132,2024-07-22 12:00:00,-0.84,-1.97,Candles Exceeded,2,2024-07-22 16:00:11
DATA/USDT,0.03756,2024-07-22 16:51:14,0.04,2024-07-22 20:00:06,0.03794,2024-07-22 16:00:00,0.61,-0.4,Candles Exceeded,2,2024-07-22 20:00:06
BLZ/USDT,0.1817,2024-07-22 17:10:40,0.18,2024-07-22 19:44:31,0.1839,2024-07-22 16:00:00,1.27,0.05,Profit Reached,1,2024-07-22 19:44:31
LDO/USDT,1.818,2024-07-22 20:34:10,1.78,2024-07-23 00:00:03,1.837,2024-07-22 20:00:00,-1.82,-2.83,Candles Exceeded,2,2024-07-23 00:00:03
IO/USDT,2.805,2024-07-22 20:36:23,2.74,2024-07-23 00:00:03,2.839,2024-07-22 20:00:00,-2.42,-3.59,Candles Exceeded,2,2024-07-23 00:00:03
TNSR/USDT,0.5355,2024-07-22 21:04:45,0.51,2024-07-23 00:00:03,0.5415,2024-07-22 20:00:00,-5.14,-6.19,Candles Exceeded,2,2024-07-23 00:00:03
RLC/USDT,1.957,2024-07-22 21:07:19,1.92,2024-07-23 00:00:03,1.981,2024-07-22 20:00:00,-1.79,-2.98,Candles Exceeded,2,2024-07-23 00:00:03
C98/USDT,0.1683,2024-07-22 21:10:21,0.17,2024-07-23 00:00:03,0.17,2024-07-22 20:00:00,-1.49,-2.47,Candles Exceeded,2,2024-07-23 00:00:03
