coin,buy_price,buy_date,sell_price,sell_date,previous_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
NEAR/USDT,5.292,2024-07-25 18:29:10,5.21,2024-07-25 20:00:04,5.358,2024-07-25 16:00:00,-1.57,-2.78,Candles Exceeded,2,2024-07-25 20:00:04
FRONT/USDT,0.811,2024-07-25 18:31:15,0.8,2024-07-25 20:00:04,0.821,2024-07-25 16:00:00,-1.48,-2.68,Candles Exceeded,2,2024-07-25 20:00:04
LUNC/USDT,8.059e-05,2024-07-25 18:32:38,0.0,2024-07-25 20:00:04,8.152e-05,2024-07-25 16:00:00,-1.58,-2.7,Candles Exceeded,2,2024-07-25 20:00:04
KNC/USDT,0.5054,2024-07-25 18:37:34,0.5,2024-07-25 20:00:04,0.5116,2024-07-25 16:00:00,-0.89,-2.09,Candles Exceeded,2,2024-07-25 20:00:04
APE/USDT,0.738,2024-07-25 18:41:46,0.73,2024-07-25 20:00:04,0.748,2024-07-25 16:00:00,-1.22,-2.54,Candles Exceeded,2,2024-07-25 20:00:04
GLM/USDT,0.3175,2024-07-25 18:42:28,0.32,2024-07-25 20:00:04,0.3213,2024-07-25 16:00:00,-0.41,-1.59,Candles Exceeded,2,2024-07-25 20:00:04
METIS/USDT,44.3,2024-07-25 18:43:46,44.09,2024-07-25 20:00:04,44.91,2024-07-25 16:00:00,-0.47,-1.83,Candles Exceeded,2,2024-07-25 20:00:04
NKN/USDT,0.0724,2024-07-25 18:46:17,0.07,2024-07-25 20:00:04,0.0733,2024-07-25 16:00:00,-0.14,-1.36,Candles Exceeded,2,2024-07-25 20:00:04
CHR/USDT,0.2137,2024-07-25 18:46:49,0.21,2024-07-25 20:00:04,0.2162,2024-07-25 16:00:00,-0.28,-1.43,Candles Exceeded,2,2024-07-25 20:00:04
TRB/USDT,68.84,2024-07-25 18:47:28,68.53,2024-07-25 20:00:04,69.79,2024-07-25 16:00:00,-0.45,-1.81,Candles Exceeded,2,2024-07-25 20:00:04
PHA/USDT,0.1188,2024-07-25 18:49:14,0.12,2024-07-25 20:00:04,0.1203,2024-07-25 16:00:00,0.25,-1.0,Candles Exceeded,2,2024-07-25 20:00:04
CLV/USDT,0.04627,2024-07-25 18:49:21,0.05,2024-07-25 20:00:04,0.04677,2024-07-25 16:00:00,0.58,-0.49,Candles Exceeded,2,2024-07-25 20:00:04
SPELL/USDT,0.0006163,2024-07-25 18:50:40,0.0,2024-07-25 20:00:04,0.0006236,2024-07-25 16:00:00,-0.23,-1.4,Candles Exceeded,2,2024-07-25 20:00:04
WOO/USDT,0.1853,2024-07-25 18:50:56,0.19,2024-07-25 20:00:04,0.1878,2024-07-25 16:00:00,0.05,-1.28,Candles Exceeded,2,2024-07-25 20:00:04
POLYX/USDT,0.2487,2024-07-25 18:51:19,0.25,2024-07-25 20:00:04,0.2523,2024-07-25 16:00:00,-0.08,-1.51,Candles Exceeded,2,2024-07-25 20:00:04
ARK/USDT,0.3466,2024-07-25 18:52:16,0.35,2024-07-25 20:00:04,0.3522,2024-07-25 16:00:00,0.58,-1.02,Candles Exceeded,2,2024-07-25 20:00:04
IO/USDT,2.579,2024-07-25 18:53:12,2.62,2024-07-25 19:19:17,2.617,2024-07-25 16:00:00,1.55,0.08,Profit Reached,1,2024-07-25 19:19:17
DOT/USDT,5.62,2024-07-25 19:05:34,5.68,2024-07-25 19:27:40,5.677,2024-07-25 16:00:00,1.03,0.02,Profit Reached,1,2024-07-25 19:27:40
NMR/USDT,12.75,2024-07-25 20:08:58,12.91,2024-07-25 20:47:26,12.9,2024-07-25 20:00:00,1.25,0.08,Profit Reached,1,2024-07-25 20:47:26
CFX/USDT,0.1394,2024-07-25 20:10:27,0.14,2024-07-25 20:42:16,0.1414,2024-07-25 20:00:00,1.51,0.07,Profit Reached,1,2024-07-25 20:42:16
SLP/USDT,0.002741,2024-07-25 20:10:38,0.0,2024-07-25 20:55:30,0.002777,2024-07-25 20:00:00,1.42,0.11,Profit Reached,1,2024-07-25 20:55:30
XVG/USDT,0.003952,2024-07-25 20:10:48,0.0,2024-07-25 20:50:31,0.004011,2024-07-25 20:00:00,1.54,0.05,Profit Reached,1,2024-07-25 20:50:31
YGG/USDT,0.4233,2024-07-25 20:11:32,0.43,2024-07-25 20:52:33,0.4305,2024-07-25 20:00:00,1.75,0.05,Profit Reached,1,2024-07-25 20:52:33
FRONT/USDT,0.786,2024-07-25 20:11:37,0.8,2024-07-25 20:54:04,0.799,2024-07-25 20:00:00,1.78,0.13,Profit Reached,1,2024-07-25 20:54:04
JASMY/USDT,0.02518,2024-07-25 20:12:04,0.03,2024-07-25 20:46:41,0.02559,2024-07-25 20:00:00,1.67,0.04,Profit Reached,1,2024-07-25 20:46:41
IMX/USDT,1.395,2024-07-25 20:12:27,1.42,2024-07-25 20:47:56,1.414,2024-07-25 20:00:00,1.51,0.14,Profit Reached,1,2024-07-25 20:47:56
STEEM/USDT,0.1855,2024-07-25 20:12:50,0.19,2024-07-25 20:53:52,0.1878,2024-07-25 20:00:00,1.29,0.05,Profit Reached,1,2024-07-25 20:53:52
FLOKI/USDT,0.00016504,2024-07-25 20:13:45,0.0,2024-07-25 20:55:30,0.00016853,2024-07-25 20:00:00,2.21,0.09,Profit Reached,1,2024-07-25 20:55:30
BONK/USDT,2.548e-05,2024-07-25 20:14:23,0.0,2024-07-25 20:59:31,2.639e-05,2024-07-25 20:00:00,3.61,0.04,Profit Reached,1,2024-07-25 20:59:31
ACE/USDT,2.598,2024-07-25 20:14:24,2.63,2024-07-25 20:31:08,2.634,2024-07-25 20:00:00,1.42,0.04,Profit Reached,1,2024-07-25 20:31:08
XAI/USDT,0.3045,2024-07-25 20:14:28,0.31,2024-07-25 20:47:26,0.3105,2024-07-25 20:00:00,2.04,0.06,Profit Reached,1,2024-07-25 20:47:26
ETHFI/USDT,1.966,2024-07-25 20:14:50,1.99,2024-07-25 20:31:08,1.991,2024-07-25 20:00:00,1.37,0.1,Profit Reached,1,2024-07-25 20:31:08
XLM/USDT,0.1004,2024-07-25 20:16:24,0.1,2024-07-25 21:03:06,0.1016,2024-07-25 20:00:00,1.29,0.1,Profit Reached,1,2024-07-25 21:03:06
HOT/USDT,0.001578,2024-07-25 20:16:38,0.0,2024-07-25 20:53:26,0.001597,2024-07-25 20:00:00,1.27,0.06,Profit Reached,1,2024-07-25 20:53:26
ENJ/USDT,0.1726,2024-07-25 20:16:51,0.17,2024-07-25 20:47:41,0.1744,2024-07-25 20:00:00,1.1,0.06,Profit Reached,1,2024-07-25 20:47:41
DENT/USDT,0.000886,2024-07-25 20:17:08,0.0,2024-07-25 20:59:55,0.000896,2024-07-25 20:00:00,1.24,0.11,Profit Reached,1,2024-07-25 20:59:55
RLC/USDT,1.649,2024-07-25 20:17:29,1.67,2024-07-25 20:50:45,1.671,2024-07-25 20:00:00,1.39,0.06,Profit Reached,1,2024-07-25 20:50:45
OGN/USDT,0.0866,2024-07-25 20:17:39,0.09,2024-07-25 21:00:06,0.0889,2024-07-25 20:00:00,2.77,0.11,Profit Reached,1,2024-07-25 21:00:06
BLZ/USDT,0.1645,2024-07-25 20:18:20,0.17,2024-07-25 20:42:16,0.1664,2024-07-25 20:00:00,1.22,0.06,Profit Reached,1,2024-07-25 20:42:16
XVS/USDT,6.67,2024-07-25 20:18:57,6.77,2024-07-25 20:57:27,6.76,2024-07-25 20:00:00,1.5,0.15,Profit Reached,1,2024-07-25 20:57:27
FIL/USDT,4.073,2024-07-25 20:19:02,4.13,2024-07-25 20:53:13,4.126,2024-07-25 20:00:00,1.35,0.05,Profit Reached,1,2024-07-25 20:53:13
POND/USDT,0.01616,2024-07-26 04:52:45,0.02,2024-07-26 08:00:06,0.01633,2024-07-26 04:00:00,-0.19,-1.22,Candles Exceeded,2,2024-07-26 08:00:06
LSK/USDT,1.053,2024-07-27 11:09:18,1.05,2024-07-27 12:00:10,1.064,2024-07-27 08:00:00,0.0,-1.03,Candles Exceeded,2,2024-07-27 12:00:10
ILV/USDT,63.74,2024-07-27 12:57:14,64.54,2024-07-27 13:14:56,64.43,2024-07-27 12:00:00,1.26,0.17,Profit Reached,1,2024-07-27 13:14:56
ILV/USDT,63.68,2024-07-27 14:51:36,62.57,2024-07-27 16:00:01,64.43,2024-07-27 12:00:00,-1.74,-2.89,Candles Exceeded,2,2024-07-27 16:00:01
BONK/USDT,2.857e-05,2024-07-27 16:48:26,0.0,,2.895e-05,2024-07-27 16:00:00,-0.81,-2.11,,1,2024-07-27 18:04:56
INJ/USDT,24.52,2024-07-27 16:53:06,0.0,,24.82,2024-07-27 16:00:00,0.53,-0.68,,1,2024-07-27 18:04:56
ZEN/USDT,10.71,2024-07-27 17:20:32,0.0,,10.82,2024-07-27 16:00:00,0.56,-0.46,,1,2024-07-27 18:04:56
CKB/USDT,0.012182,2024-07-27 17:40:52,0.0,,0.012315,2024-07-27 16:00:00,0.89,-0.19,,1,2024-07-27 18:04:56
RSR/USDT,0.005118,2024-07-27 17:58:40,0.0,,0.005171,2024-07-27 16:00:00,0.49,-0.54,,1,2024-07-27 18:04:56
