coin,buy_price,buy_date,sell_price,sell_date,last_close_price,opening_candle_date,profit_percentage,percentage_change,close_reason,candles_passed,last_monitor_date
MATIC/USDT,0.4853,2024-07-25 20:06:58,0.5,2024-07-26 00:10:21,0.489,2024-07-25 20:00:00,2.78,2.0,Profit Reached,2,2024-07-26 00:10:21
IOTX/USDT,0.04245,2024-07-25 20:07:28,0.04,2024-07-25 21:23:50,0.04282,2024-07-25 20:00:00,3.02,2.13,Profit Reached,1,2024-07-25 21:23:50
AVAX/USDT,27.2,2024-07-26 00:01:31,27.8,2024-07-26 03:04:21,27.24,2024-07-26 00:00:00,2.21,2.06,Profit Reached,1,2024-07-26 03:04:21
NEAR/USDT,5.404,2024-07-26 00:01:41,5.52,2024-07-26 02:27:06,5.415,2024-07-26 00:00:00,2.22,2.01,Profit Reached,1,2024-07-26 02:27:06
INJ/USDT,23.79,2024-07-26 00:01:44,24.34,2024-07-26 01:06:04,23.83,2024-07-26 00:00:00,2.31,2.14,Profit Reached,1,2024-07-26 01:06:04
TRU/USDT,0.1227,2024-07-26 00:02:07,0.13,2024-07-26 00:17:43,0.1231,2024-07-26 00:00:00,2.36,2.03,Profit Reached,1,2024-07-26 00:17:43
POND/USDT,0.01669,2024-07-26 00:02:23,0.02,2024-07-27 00:00:01,0.01672,2024-07-26 00:00:00,1.08,0.9,Candles Exceeded,7,2024-07-27 00:00:01
CFX/USDT,0.1463,2024-07-26 00:02:30,0.15,2024-07-26 02:24:11,0.1466,2024-07-26 00:00:00,2.26,2.05,Profit Reached,1,2024-07-26 02:24:11
C98/USDT,0.1472,2024-07-26 00:02:59,0.15,2024-07-26 06:32:22,0.1473,2024-07-26 00:00:00,2.11,2.04,Profit Reached,2,2024-07-26 06:32:22
DYDX/USDT,1.227,2024-07-26 00:03:18,1.25,2024-07-26 02:09:05,1.228,2024-07-26 00:00:00,2.12,2.04,Profit Reached,1,2024-07-26 02:09:05
IDEX/USDT,0.03933,2024-07-26 00:03:19,0.04,2024-07-26 02:45:42,0.03935,2024-07-26 00:00:00,2.24,2.19,Profit Reached,1,2024-07-26 02:45:42
DF/USDT,0.03079,2024-07-26 00:03:27,0.03,2024-07-26 02:27:30,0.03081,2024-07-26 00:00:00,2.14,2.08,Profit Reached,1,2024-07-26 02:27:30
BNX/USDT,1.2487,2024-07-26 00:03:42,1.28,2024-07-26 02:15:35,1.2536,2024-07-26 00:00:00,2.73,2.33,Profit Reached,1,2024-07-26 02:15:35
PEOPLE/USDT,0.0763,2024-07-26 00:04:06,0.08,2024-07-26 01:15:25,0.07663,2024-07-26 00:00:00,2.48,2.04,Profit Reached,1,2024-07-26 01:15:25
MAGIC/USDT,0.4683,2024-07-26 00:04:49,0.48,2024-07-26 02:24:11,0.4688,2024-07-26 00:00:00,2.11,2.01,Profit Reached,1,2024-07-26 02:24:11
COMBO/USDT,0.484,2024-07-26 00:05:23,0.49,2024-07-26 02:28:18,0.4843,2024-07-26 00:00:00,2.07,2.0,Profit Reached,1,2024-07-26 02:28:18
STRK/USDT,0.512,2024-07-26 00:06:03,0.52,2024-07-26 02:30:51,0.513,2024-07-26 00:00:00,2.34,2.14,Profit Reached,1,2024-07-26 02:30:51
AXL/USDT,0.6532,2024-07-26 00:06:06,0.67,2024-07-26 03:03:24,0.6541,2024-07-26 00:00:00,2.4,2.26,Profit Reached,1,2024-07-26 03:03:24
TNSR/USDT,0.4584,2024-07-26 00:06:14,0.47,2024-07-26 02:55:17,0.4593,2024-07-26 00:00:00,2.23,2.02,Profit Reached,1,2024-07-26 02:55:17
OMNI/USDT,11.07,2024-07-26 00:06:16,11.31,2024-07-26 02:47:29,11.08,2024-07-26 00:00:00,2.17,2.08,Profit Reached,1,2024-07-26 02:47:29
ZRO/USDT,4.569,2024-07-26 00:06:23,4.67,2024-07-26 13:45:02,4.579,2024-07-26 00:00:00,2.25,2.03,Profit Reached,4,2024-07-26 13:45:02
MTL/USDT,1.041,2024-07-26 00:08:14,1.06,2024-07-26 06:26:02,1.042,2024-07-26 00:00:00,2.11,2.02,Profit Reached,2,2024-07-26 06:26:02
WLD/USDT,2.115,2024-07-26 00:29:16,2.16,2024-07-26 01:09:26,2.116,2024-07-26 00:00:00,2.08,2.03,Profit Reached,1,2024-07-26 01:09:26
NFP/USDT,0.2713,2024-07-26 00:29:44,0.28,2024-07-26 02:24:36,0.2725,2024-07-26 00:00:00,2.47,2.02,Profit Reached,1,2024-07-26 02:24:36
REZ/USDT,0.0603,2024-07-26 00:30:02,0.06,2024-07-26 02:27:30,0.0605,2024-07-26 00:00:00,2.82,2.48,Profit Reached,1,2024-07-26 02:27:30
BLZ/USDT,0.1723,2024-07-26 00:33:05,0.18,2024-07-26 19:36:45,0.1725,2024-07-26 00:00:00,2.15,2.03,Profit Reached,5,2024-07-26 19:36:45
LAZIO/USDT,1.4,2024-07-26 00:35:26,1.43,2024-07-26 18:38:43,1.401,2024-07-26 00:00:00,2.36,2.28,Profit Reached,5,2024-07-26 18:38:43
LDO/USDT,1.519,2024-07-26 00:36:23,1.55,2024-07-26 02:25:01,1.522,2024-07-26 00:00:00,2.24,2.04,Profit Reached,1,2024-07-26 02:25:01
BOME/USDT,0.008166,2024-07-26 04:00:30,0.01,2024-07-26 06:47:54,0.008187,2024-07-26 04:00:00,2.29,2.03,Profit Reached,1,2024-07-26 06:47:54
DUSK/USDT,0.2311,2024-07-26 04:02:38,0.24,2024-07-26 19:47:47,0.2312,2024-07-26 04:00:00,2.16,2.12,Profit Reached,4,2024-07-26 19:47:47
AVAX/USDT,27.72,2024-07-26 04:04:25,28.3,2024-07-26 09:22:13,27.74,2024-07-26 04:00:00,2.09,2.02,Profit Reached,2,2024-07-26 09:22:13
BICO/USDT,0.2958,2024-07-26 04:07:05,0.3,2024-07-26 14:03:40,0.2965,2024-07-26 04:00:00,2.33,2.09,Profit Reached,3,2024-07-26 14:03:40
ARKM/USDT,1.403,2024-07-26 04:17:51,1.43,2024-07-26 06:36:27,1.404,2024-07-26 04:00:00,2.14,2.07,Profit Reached,1,2024-07-26 06:36:27
BNX/USDT,1.2883,2024-07-26 04:43:10,1.33,2024-07-26 07:44:54,1.2913,2024-07-26 04:00:00,3.24,3.0,Profit Reached,1,2024-07-26 07:44:54
CHR/USDT,0.2237,2024-07-26 05:07:11,0.23,2024-07-26 19:36:30,0.2238,2024-07-26 04:00:00,2.1,2.06,Profit Reached,4,2024-07-26 19:36:30
STRAX/USDT,0.0503,2024-07-26 05:08:26,0.05,2024-07-26 22:25:08,0.0504,2024-07-26 04:00:00,2.39,2.18,Profit Reached,5,2024-07-26 22:25:08
HIGH/USDT,1.633,2024-07-26 05:10:52,1.67,2024-07-26 19:40:39,1.636,2024-07-26 04:00:00,2.2,2.02,Profit Reached,4,2024-07-26 19:40:39
LUNC/USDT,8.293e-05,2024-07-26 06:05:52,0.0,2024-07-26 18:22:31,8.296e-05,2024-07-26 04:00:00,2.11,2.07,Profit Reached,4,2024-07-26 18:22:31
FLOKI/USDT,0.0001788,2024-07-26 07:56:05,0.0,2024-07-27 04:00:15,0.00017897,2024-07-26 04:00:00,0.17,0.08,Candles Exceeded,7,2024-07-27 04:00:15
BNX/USDT,1.3142,2024-07-26 08:03:27,1.36,2024-07-26 14:17:20,1.3322,2024-07-26 08:00:00,3.43,2.03,Profit Reached,2,2024-07-26 14:17:20
ZRX/USDT,0.3634,2024-07-26 08:08:05,0.37,2024-07-26 13:57:22,0.364,2024-07-26 08:00:00,2.17,2.01,Profit Reached,2,2024-07-26 13:57:22
ZEC/USDT,32.06,2024-07-26 08:08:09,32.76,2024-07-26 23:12:19,32.11,2024-07-26 08:00:00,2.18,2.02,Profit Reached,4,2024-07-26 23:12:19
XNO/USDT,0.898,2024-07-26 08:13:15,0.91,2024-07-27 08:00:03,0.899,2024-07-26 08:00:00,1.34,1.22,Candles Exceeded,7,2024-07-27 08:00:03
BLUR/USDT,0.1859,2024-07-26 09:36:11,0.19,2024-07-27 07:40:10,0.186,2024-07-26 08:00:00,2.1,2.04,Profit Reached,6,2024-07-27 07:40:10
TNSR/USDT,0.4737,2024-07-26 09:36:47,0.48,2024-07-26 18:09:34,0.4744,2024-07-26 08:00:00,2.34,2.19,Profit Reached,3,2024-07-26 18:09:34
PEOPLE/USDT,0.07933,2024-07-26 10:19:17,0.08,2024-07-26 14:03:05,0.07962,2024-07-26 08:00:00,2.4,2.02,Profit Reached,2,2024-07-26 14:03:05
BOME/USDT,0.008282,2024-07-26 10:21:39,0.01,2024-07-26 13:55:53,0.008312,2024-07-26 08:00:00,2.45,2.08,Profit Reached,2,2024-07-26 13:55:53
AVAX/USDT,27.89,2024-07-26 10:25:31,28.57,2024-07-26 15:46:06,27.99,2024-07-26 08:00:00,2.44,2.07,Profit Reached,2,2024-07-26 15:46:06
YGG/USDT,0.459,2024-07-26 10:45:20,0.47,2024-07-26 14:03:57,0.4596,2024-07-26 08:00:00,2.14,2.0,Profit Reached,2,2024-07-26 14:03:57
MATIC/USDT,0.5087,2024-07-26 12:01:23,0.52,2024-07-27 12:00:10,0.5089,2024-07-26 12:00:00,1.28,1.24,Candles Exceeded,7,2024-07-27 12:00:10
IOTX/USDT,0.04452,2024-07-26 12:01:58,0.05,2024-07-27 07:09:06,0.04457,2024-07-26 12:00:00,3.41,3.3,Profit Reached,5,2024-07-27 07:09:06
OSMO/USDT,0.4828,2024-07-26 12:06:46,0.49,2024-07-27 12:00:10,0.4858,2024-07-26 12:00:00,1.33,0.7,Candles Exceeded,7,2024-07-27 12:00:10
MAGIC/USDT,0.484,2024-07-26 12:06:51,0.49,2024-07-26 19:40:39,0.4849,2024-07-26 12:00:00,2.21,2.02,Profit Reached,2,2024-07-26 19:40:39
C98/USDT,0.1511,2024-07-26 12:31:23,0.15,2024-07-27 07:30:47,0.1512,2024-07-26 12:00:00,2.12,2.05,Profit Reached,5,2024-07-27 07:30:47
BSW/USDT,0.0607,2024-07-26 13:17:06,0.06,2024-07-26 22:22:21,0.0608,2024-07-26 12:00:00,2.31,2.14,Profit Reached,3,2024-07-26 22:22:21
XRP/USDT,0.5914,2024-07-26 16:01:35,0.6,2024-07-26 21:39:03,0.5923,2024-07-26 16:00:00,2.22,2.06,Profit Reached,2,2024-07-26 21:39:03
BNT/USDT,0.5973,2024-07-26 16:02:54,0.6,2024-07-27 16:00:19,0.5977,2024-07-26 16:00:00,0.32,0.25,Candles Exceeded,7,2024-07-27 16:00:19
BNX/USDT,1.3676,2024-07-26 16:06:25,1.34,2024-07-27 16:00:19,1.3795,2024-07-26 16:00:00,-1.65,-2.5,Candles Exceeded,7,2024-07-27 16:00:19
AUCTION/USDT,17.39,2024-07-26 16:15:23,17.77,2024-07-26 23:27:40,17.42,2024-07-26 16:00:00,2.19,2.01,Profit Reached,2,2024-07-26 23:27:40
LOOM/USDT,0.06139,2024-07-26 20:02:48,0.06,2024-07-27 13:30:39,0.06145,2024-07-26 20:00:00,2.13,2.03,Profit Reached,5,2024-07-27 13:30:39
XLM/USDT,0.1022,2024-07-26 20:14:40,0.0,,0.1024,2024-07-26 20:00:00,-0.68,-0.88,,6,2024-07-27 18:04:34
ETC/USDT,22.75,2024-07-26 20:23:48,23.23,2024-07-27 13:46:06,22.76,2024-07-26 20:00:00,2.11,2.07,Profit Reached,5,2024-07-27 13:46:06
ARDR/USDT,0.07145,2024-07-27 00:13:43,0.0,,0.07147,2024-07-27 00:00:00,0.08,0.06,,5,2024-07-27 18:04:34
AUCTION/USDT,17.61,2024-07-27 00:53:59,0.0,,17.7,2024-07-27 00:00:00,0.06,-0.45,,5,2024-07-27 18:04:34
ARKM/USDT,1.437,2024-07-27 04:00:05,1.47,2024-07-27 07:35:09,1.438,2024-07-27 04:00:00,2.09,2.02,Profit Reached,1,2024-07-27 07:35:09
FRONT/USDT,0.858,2024-07-27 04:07:10,0.88,2024-07-27 13:36:13,0.859,2024-07-27 04:00:00,2.21,2.1,Profit Reached,3,2024-07-27 13:36:13
ORN/USDT,1.38,2024-07-27 04:23:29,1.41,2024-07-27 13:46:37,1.382,2024-07-27 04:00:00,2.25,2.1,Profit Reached,3,2024-07-27 13:46:37
ILV/USDT,66.59,2024-07-27 05:57:20,0.0,,66.7,2024-07-27 04:00:00,-12.01,-12.16,,4,2024-07-27 18:04:34
YFI/USDT,5805.0,2024-07-27 08:02:46,0.0,,5807.0,2024-07-27 08:00:00,0.31,0.28,,3,2024-07-27 18:04:34
SNT/USDT,0.02495,2024-07-27 08:07:36,0.0,,0.02497,2024-07-27 08:00:00,0.08,0.0,,3,2024-07-27 18:04:34
RVN/USDT,0.01909,2024-07-27 08:20:13,0.0,,0.01913,2024-07-27 08:00:00,0.31,0.1,,3,2024-07-27 18:04:34
ROSE/USDT,0.08818,2024-07-27 08:22:05,0.09,2024-07-27 13:46:06,0.08821,2024-07-27 08:00:00,2.04,2.01,Profit Reached,2,2024-07-27 13:46:06
CAKE/USDT,2.001,2024-07-27 08:22:32,0.0,,2.002,2024-07-27 08:00:00,-1.3,-1.35,,3,2024-07-27 18:04:34
TWT/USDT,1.0273,2024-07-27 08:31:30,0.0,,1.0282,2024-07-27 08:00:00,-0.62,-0.71,,3,2024-07-27 18:04:34
ARKM/USDT,1.455,2024-07-27 08:35:06,1.49,2024-07-27 13:14:46,1.461,2024-07-27 08:00:00,2.54,2.12,Profit Reached,2,2024-07-27 13:14:46
ETH/USDT,3269.27,2024-07-27 08:37:22,0.0,,3272.31,2024-07-27 08:00:00,-0.14,-0.23,,3,2024-07-27 18:04:34
WBETH/USDT,3411.92,2024-07-27 08:44:10,0.0,,3416.21,2024-07-27 08:00:00,-0.11,-0.24,,3,2024-07-27 18:04:34
MINA/USDT,0.522,2024-07-27 12:00:12,0.0,,0.5222,2024-07-27 12:00:00,-0.38,-0.42,,2,2024-07-27 18:04:34
GALA/USDT,0.02373,2024-07-27 12:00:35,0.02,2024-07-27 14:06:50,0.02375,2024-07-27 12:00:00,2.23,2.15,Profit Reached,1,2024-07-27 14:06:50
MOVR/USDT,10.952,2024-07-27 12:18:56,0.0,,10.963,2024-07-27 12:00:00,-1.39,-1.49,,2,2024-07-27 18:04:34
TAO/USDT,342.7,2024-07-27 12:21:55,0.0,,343.4,2024-07-27 12:00:00,1.31,1.11,,2,2024-07-27 18:04:34
PSG/USDT,2.769,2024-07-27 12:35:07,0.0,,2.773,2024-07-27 12:00:00,-0.47,-0.61,,2,2024-07-27 18:04:34
FTT/USDT,1.3909,2024-07-27 12:42:23,0.0,,1.3913,2024-07-27 12:00:00,0.18,0.15,,2,2024-07-27 18:04:34
TRB/USDT,74.0,2024-07-27 14:22:11,0.0,,74.01,2024-07-27 12:00:00,-1.14,-1.15,,2,2024-07-27 18:04:34
RAY/USDT,2.438,2024-07-27 14:24:06,0.0,,2.443,2024-07-27 12:00:00,-5.33,-5.53,,2,2024-07-27 18:04:34
TROY/USDT,0.001661,2024-07-27 14:30:18,0.0,,0.001662,2024-07-27 12:00:00,-0.96,-1.02,,2,2024-07-27 18:04:34
ARKM/USDT,1.467,2024-07-27 14:35:46,0.0,,1.468,2024-07-27 12:00:00,-1.3,-1.36,,2,2024-07-27 18:04:34
UNI/USDT,7.772,2024-07-27 14:49:25,0.0,,7.782,2024-07-27 12:00:00,-1.22,-1.35,,2,2024-07-27 18:04:34
LOOM/USDT,0.06198,2024-07-27 15:11:20,0.0,,0.06215,2024-07-27 12:00:00,0.94,0.66,,2,2024-07-27 18:04:34
VANRY/USDT,0.1249,2024-07-27 15:11:59,0.0,,0.1256,2024-07-27 12:00:00,0.4,-0.16,,2,2024-07-27 18:04:34
FTM/USDT,0.4632,2024-07-27 15:14:33,0.0,,0.4636,2024-07-27 12:00:00,-1.73,-1.81,,2,2024-07-27 18:04:34
ROSE/USDT,0.08809,2024-07-27 15:16:43,0.0,,0.0884,2024-07-27 12:00:00,-0.57,-0.92,,2,2024-07-27 18:04:34
GALA/USDT,0.02371,2024-07-27 15:18:18,0.0,,0.02375,2024-07-27 12:00:00,-0.63,-0.8,,2,2024-07-27 18:04:34
FRONT/USDT,0.862,2024-07-27 15:27:18,0.0,,0.863,2024-07-27 12:00:00,-1.04,-1.16,,2,2024-07-27 18:04:34
KDA/USDT,0.6,2024-07-27 15:28:22,0.0,,0.601,2024-07-27 12:00:00,-0.83,-1.0,,2,2024-07-27 18:04:34
COS/USDT,0.008,2024-07-27 15:50:07,0.0,,0.008008,2024-07-27 12:00:00,-0.19,-0.29,,2,2024-07-27 18:04:34
LIT/USDT,0.736,2024-07-27 16:01:16,0.0,,0.738,2024-07-27 16:00:00,0.27,0.0,,1,2024-07-27 18:04:34
AR/USDT,32.12,2024-07-27 16:01:48,0.0,,32.13,2024-07-27 16:00:00,-1.65,-1.68,,1,2024-07-27 18:04:34
IO/USDT,2.908,2024-07-27 16:05:50,0.0,,2.92,2024-07-27 16:00:00,-0.03,-0.45,,1,2024-07-27 18:04:34
LISTA/USDT,0.5706,2024-07-27 16:05:53,0.0,,0.572,2024-07-27 16:00:00,-1.68,-1.92,,1,2024-07-27 18:04:34
BNT/USDT,0.5988,2024-07-27 16:08:22,0.0,,0.5992,2024-07-27 16:00:00,0.35,0.28,,1,2024-07-27 18:04:34
DYDX/USDT,1.283,2024-07-27 16:11:17,0.0,,1.288,2024-07-27 16:00:00,0.47,0.08,,1,2024-07-27 18:04:34
BNX/USDT,1.3456,2024-07-27 16:11:39,0.0,,1.3472,2024-07-27 16:00:00,0.07,-0.04,,1,2024-07-27 18:04:34
AXL/USDT,0.666,2024-07-27 16:14:22,0.0,,0.6704,2024-07-27 16:00:00,0.9,0.24,,1,2024-07-27 18:04:34
BOME/USDT,0.008484,2024-07-27 16:14:27,0.0,,0.008555,2024-07-27 16:00:00,0.25,-0.58,,1,2024-07-27 18:04:34
ETHFI/USDT,2.16,2024-07-27 16:14:28,0.0,,2.176,2024-07-27 16:00:00,0.97,0.23,,1,2024-07-27 18:04:34
ETC/USDT,22.88,2024-07-27 16:15:59,0.0,,22.98,2024-07-27 16:00:00,0.26,-0.17,,1,2024-07-27 18:04:34
MATIC/USDT,0.5143,2024-07-27 16:16:23,0.0,,0.5161,2024-07-27 16:00:00,0.19,-0.16,,1,2024-07-27 18:04:34
HBAR/USDT,0.0687,2024-07-27 16:16:48,0.0,,0.0689,2024-07-27 16:00:00,0.15,-0.15,,1,2024-07-27 18:04:34
ZEN/USDT,10.79,2024-07-27 16:17:27,0.0,,10.82,2024-07-27 16:00:00,-0.19,-0.46,,1,2024-07-27 18:04:34
RSR/USDT,0.00516,2024-07-27 16:17:53,0.0,,0.005171,2024-07-27 16:00:00,-0.37,-0.58,,1,2024-07-27 18:04:34
SLP/USDT,0.002935,2024-07-27 16:19:19,0.0,,0.002938,2024-07-27 16:00:00,-0.41,-0.51,,1,2024-07-27 18:04:34
GFT/USDT,0.02188,2024-07-27 16:56:23,0.0,,0.02197,2024-07-27 16:00:00,0.46,0.05,,1,2024-07-27 18:04:34
ATA/USDT,0.0951,2024-07-27 17:01:57,0.0,,0.0955,2024-07-27 16:00:00,0.63,0.21,,1,2024-07-27 18:04:34
JUV/USDT,1.81,2024-07-27 17:43:31,0.0,,1.811,2024-07-27 16:00:00,-0.11,-0.17,,1,2024-07-27 18:04:34
